"long","lat","country"
117.1726,39.1423,CN
117.2865,31.8642,CN
114.0656,32.1228,CN
123.4312,41.7806,CN
102.7183,25.0389,CN
113.7266,34.7725,CN
121.4012,31.0449,CN
113.5325,34.6836,CN
118.5101,31.6858,CN
114.1333,22.5333,CN
117.6186,26.2486,CN
113.5325,34.6836,CN
113.7266,34.7725,CN
120.0933,30.8703,CN
113.1341,23.0287,CN
121.4012,31.0449,CN
117.2865,31.8642,CN
108.3146,22.8137,CN
117.2865,31.8642,CN
113.7266,34.7725,CN
109.8222,40.6522,CN
109.8222,40.6522,CN
116.6379,23.6651,CN
120.5954,31.3041,CN
122.99,41.1236,CN
118.4983,24.9878,CN
113.7266,34.7725,CN
113.5325,34.6836,CN
112.615,26.8881,CN
108.3146,22.8137,CN
118.7778,32.0617,CN
124.3947,40.1292,CN
120.0933,30.8703,CN
120.1619,30.294,CN
116.3883,39.9289,CN
110.3432,20.0486,CN
117.2865,31.8642,CN
114.4,23.0833,CN
117.6583,31.8667,CN
118.9636,42.2683,CN
125.3228,43.88,CN
113.25,23.1167,CN
118.5858,24.9139,CN
113.7266,34.7725,CN
113.7266,34.7725,CN
114.0427,33.5639,CN
113.25,23.1167,CN
111.6131,26.4239,CN
119.9464,36.7844,CN
113.25,23.1167,CN
103.7922,36.0564,CN
106.7167,26.5833,CN
113.7266,34.7725,CN
117.2865,31.8642,CN
120.5954,31.3041,CN
106.5531,29.5569,CN
116.5814,35.405,CN
113.5325,34.6836,CN
113.8015,35.1903,CN
119.6866,27.9335,CN
112.4597,23.0512,CN
113.7266,34.7725,CN
113.0833,22.5833,CN
120.3719,36.0986,CN
113.5325,34.6836,CN
121.4012,31.0449,CN
110.3432,20.0486,CN
113.7266,34.7725,CN
109.1,21.4833,CN
113.7266,34.7725,CN
117.2865,31.8642,CN
111.5189,36.0889,CN
105.1907,37.5113,CN
113.5325,34.6836,CN
98.2977,39.7932,CN
113.7266,34.7725,CN
113.2331,35.2397,CN
117.2865,31.8642,CN
113.1341,23.0287,CN
104.0667,30.6667,CN
113.1117,28.1783,CN
117.1726,39.1423,CN
113.1117,28.1783,CN
114.1333,22.5333,CN
119.4551,32.2109,CN
109.657,19.2643,CN
111.1814,34.7747,CN
115.4903,38.8511,CN
104.0667,30.6667,CN
125.3228,43.88,CN
114.8731,39.0728,CN
125.3228,43.88,CN
118.0819,24.4798,CN
113.5683,22.2793,CN
120.7356,31.6459,CN
117.12,36.1853,CN
112.4708,37.7269,CN
120.0768,29.3151,CN
103.7639,29.5623,CN
120.5715,30.011,CN
113.5325,34.6836,CN
113.7266,34.7725,CN
118.7778,32.0617,CN
116.9969,32.6264,CN
114.1333,22.5333,CN
120.3719,36.0986,CN
120.3719,36.0986,CN
108.9294,34.2598,CN
120.3719,36.0986,CN
117.8167,30.9333,CN
113.7266,34.7725,CN
113.5325,34.6836,CN
121.4,37.5333,CN
120.5954,31.3041,CN
114.0656,32.1228,CN
113.7174,23.0308,CN
120.5715,30.011,CN
116.3883,39.9289,CN
91.1,29.65,CN
120.3719,36.0986,CN
116.3883,39.9289,CN
109.3892,24.3126,CN
113.7266,34.7725,CN
114.0427,33.5639,CN
117.2865,31.8642,CN
119.4418,32.7893,CN
112.4708,37.7269,CN
121.5495,29.8782,CN
113.5325,34.6836,CN
114.2665,30.5856,CN
116.3889,39.9288,CN
113.6667,34,CN
103.7833,25.4833,CN
113.7266,34.7725,CN
104.0667,30.6667,CN
123.4312,41.7806,CN
113.7266,34.7725,CN
114.4,23.0833,CN
120.1619,30.294,CN
113.7266,34.7725,CN
116.6379,23.6651,CN
108.9294,34.2598,CN
113.5325,34.6836,CN
107.3592,22.4117,CN
118.0167,37.3667,CN
114.6333,33.6333,CN
108.3146,22.8137,CN
113.5325,34.6836,CN
113.5325,34.6836,CN
118.8686,28.9594,CN
113.25,23.1167,CN
120.3719,36.0986,CN
113.7266,34.7725,CN
116.0922,23.4522,CN
113.5325,34.6836,CN
111.75,27.6667,CN
120.3719,36.0986,CN
117.3608,32.9408,CN
87.6005,43.801,CN
120.4586,41.5703,CN
117.2865,31.8642,CN
120.3719,36.0986,CN
118.5858,24.9139,CN
114.1925,35.8992,CN
113.7266,34.7725,CN
113.8015,35.1903,CN
112.5328,32.9947,CN
113.7266,34.7725,CN
113.25,23.1167,CN
122.1136,37.5091,CN
113.7266,34.7725,CN
113.7174,23.0308,CN
120.3719,36.0986,CN
107.359,34.3659,CN
118,26.25,CN
120.3694,36.066,CN
113.6667,34,CN
113.1117,28.1783,CN
119.5883,39.9317,CN
120.3719,36.0986,CN
119.1619,31.5609,CN
120.5715,30.011,CN
114.0656,32.1228,CN
113.7266,34.7725,CN
113.1117,28.1783,CN
120.1619,30.294,CN
117.2865,31.8642,CN
110.5723,21.3199,CN
114.8731,39.0728,CN
116.3889,39.9288,CN
106.5531,29.5569,CN
113.25,23.5,CN
121.4,37.5333,CN
118.5101,31.6858,CN
113.5325,34.6836,CN
114.0656,32.1228,CN
113.7266,34.7725,CN
118.4983,24.9878,CN
112.5328,32.9947,CN
120.1573,33.3575,CN
123.4312,41.7806,CN
114.6333,33.6333,CN
120.1619,30.294,CN
119.9081,32.4907,CN
112.4597,23.0512,CN
106.7167,26.5833,CN
120.5954,31.3041,CN
114.0656,32.1228,CN
113.1341,23.0287,CN
113.25,23.1167,CN
120.7356,31.6459,CN
112.4536,34.6836,CN
117.6556,24.5133,CN
121.5495,29.8782,CN
113.5325,34.6836,CN
112.4708,37.7269,CN
120.3719,36.0986,CN
108.3146,22.8137,CN
104.0667,30.6667,CN
119.954,31.7736,CN
110.15,22.6333,CN
121.4012,31.0449,CN
113.2331,35.2397,CN
113.1117,28.1783,CN
113.5325,34.6836,CN
119.1019,36.71,CN
119.3061,26.0614,CN
117.7519,35.9006,CN
124.3947,40.1292,CN
120.3719,36.0986,CN
115.4736,35.2393,CN
91.1,29.65,CN
104.0667,30.6667,CN
115.9333,28.55,CN
125.3228,43.88,CN
116.3889,39.9288,CN
113.7266,34.7725,CN
121.4012,31.0449,CN
118.7778,32.0617,CN
120.3719,36.0986,CN
116.3889,39.9288,CN
126.5603,43.8508,CN
113.7174,23.0308,CN
118.0633,36.7906,CN
121.6022,38.9122,CN
114.1925,35.8992,CN
114.0656,32.1228,CN
106.5531,29.5569,CN
118.3428,35.0631,CN
121.4,37.5333,CN
119.4551,32.2109,CN
112.5328,32.9947,CN
118.5671,31.1469,CN
113.5325,34.6836,CN
113.7266,34.7725,CN
115.4736,35.2393,CN
123.4312,41.7806,CN
118.2978,32.3219,CN
106.5531,29.5569,CN
120.1619,30.294,CN
115.9333,28.55,CN
111.6783,29.0464,CN
119.6442,29.1068,CN
115.9333,28.55,CN
118.7778,32.0617,CN
118.7778,32.0617,CN
120.1619,30.294,CN
112.5328,32.9947,CN
118.9636,42.2683,CN
-74.0758,4.5981,CO
-74.0758,4.5981,CO
-74.0758,4.5981,CO
-74.0758,4.5981,CO
-75.5646,6.2529,CO
-74.0617,4.6493,CO
-72.5078,7.8939,CO
-75.5646,6.2529,CO
-77.2811,1.2136,CO
-75.5172,10.3977,CO
-75.5646,6.2529,CO
-76.5232,3.4384,CO
-75.2833,10.4,CO
-74.0617,4.6493,CO
-74.0617,4.6493,CO
-73.8547,7.0653,CO
-73.2532,10.4631,CO
-74.0617,4.6493,CO
-74.0758,4.5981,CO
-75.2356,4.4392,CO
-74.0758,4.5981,CO
-74.0758,4.5981,CO
-73.1198,7.1254,CO
-75.558,6.3373,CO
-73.6266,4.142,CO
-76.3195,4.2122,CO
-74.0758,4.5981,CO
-74.2833,10.9833,CO
-76.5232,3.4384,CO
-74.1833,4.25,CO
-76.5232,3.4384,CO
-74.0617,4.6493,CO
-74.0617,4.6493,CO
-84.1171,9.9983,CR
-84.1171,9.9983,CR
-84.0833,9.9333,CR
-84.076,9.9634,CR
33,35,CY
33,35,CY
14.4667,50.0833,CZ
14.5148,50.0766,CZ
14.4479,50.0761,CZ
14.5148,50.0766,CZ
14.4112,50.0848,CZ
14.4821,50.1433,CZ
14.2833,50.1333,CZ
15.8442,50.2117,CZ
16.1833,50.4833,CZ
18.2696,49.8491,CZ
14.4112,50.0848,CZ
15.3,50.5167,CZ
16.6333,49.2,CZ
9.491,51.2993,DE
9.491,51.2993,DE
8.6843,50.1188,DE
9.491,51.2993,DE
11.1617,49.405,DE
9.491,51.2993,DE
9.491,51.2993,DE
9.491,51.2993,DE
7.0122,51.4476,DE
9.491,51.2993,DE
8.1337,50.1377,DE
11.585,48.1497,DE
9.491,51.2993,DE
9.491,51.2993,DE
9.491,51.2993,DE
9.491,51.2993,DE
7.0122,51.4476,DE
8.7537,50.1506,DE
9.4,48.9667,DE
9.491,51.2993,DE
7.4042,50.4311,DE
8.6833,50.1167,DE
9.491,51.2993,DE
11.6074,48.1089,DE
9.491,51.2993,DE
9.491,51.2993,DE
9.491,51.2993,DE
13.3118,52.4734,DE
6.6901,51.4499,DE
9.9792,52.3719,DE
9.1647,49.9648,DE
7.25,50.6,DE
8.7147,50.1103,DE
11.0098,49.5888,DE
9.491,51.2993,DE
9.5247,51.8959,DE
8.7463,53.0854,DE
9.491,51.2993,DE
7.9559,48.4651,DE
6.3833,51.25,DE
9.491,51.2993,DE
10.6333,53.75,DE
9.5542,52.2084,DE
9.491,51.2993,DE
7.8545,48.0098,DE
9.8027,51.9412,DE
7.0653,51.176,DE
10.1413,48.6785,DE
8.7513,50.8165,DE
6.4172,51.1604,DE
9.6984,53.5837,DE
8.6912,50.1544,DE
13.1516,52.4708,DE
8.5805,50.2107,DE
9.7896,53.4227,DE
11.7809,48.6418,DE
8.6843,50.1188,DE
12.0564,55.7123,DK
12.0564,55.7123,DK
12.0564,55.7123,DK
10.1128,56.1938,DK
9.5896,55.8471,DK
12.069,55.8396,DK
12.0564,55.7123,DK
12.0564,55.7123,DK
12.5589,55.6786,DK
9.9818,57.4667,DK
9.4748,55.493,DK
-61.4,15.3,DM
-70.4167,18.9333,DO
-70.8667,19.5667,DO
-70.6667,19,DO
-69.894,18.4657,DO
-70.4167,18.9333,DO
-69.894,18.4657,DO
-70.6667,19,DO
3.1468,36.7642,DZ
3.25,34.6667,DZ
3.1468,36.7642,DZ
-79.9011,-2.1664,EC
-77.5,-2,EC
-80.2827,-1.1528,EC
-77.5,-2,EC
-78.5017,-0.2143,EC
-78.4333,-0.1667,EC
-79.9011,-2.1664,EC
-78.7833,-2.9,EC
-77.5,-2,EC
-78.5017,-0.2143,EC
-77.5,-2,EC
-77.5,-2,EC
26,59,EE
24.5136,58.3747,EE
31.2852,30.0778,EG
31.223,30.0355,EG
31.223,30.0355,EG
31.223,30.0355,EG
31.2194,30.008,EG
31.223,30.0355,EG
31.2852,30.0778,EG
29.9529,31.2162,EG
31.502,30.5877,EG
29.9529,31.2162,EG
31.0019,30.7885,EG
32.2841,31.2565,EG
31.2852,30.0778,EG
31.0019,30.7885,EG
31.223,30.0355,EG
31.2194,30.008,EG
31.5021,26.7693,EG
31.223,30.0355,EG
31.223,30.0355,EG
31.1786,30.4591,EG
31.2852,30.0778,EG
31.502,30.5877,EG
31.2592,29.9596,EG
31.2007,30.3539,EG
31.2852,30.0778,EG
31.3844,31.0371,EG
31.3779,31.0539,EG
31.3844,31.0371,EG
31.2852,30.0778,EG
-3.684,40.4172,ES
-3.684,40.4172,ES
-4.3683,37.3269,ES
-3.7016,40.4143,ES
-5.9789,37.3834,ES
-3.7016,40.4143,ES
-5.1459,36.4276,ES
2.1611,41.3891,ES
2.8456,41.6999,ES
-3.7016,40.4143,ES
-4.012,40.2891,ES
-0.7011,38.2622,ES
2.1611,41.3891,ES
-4.0434,43.4334,ES
-3.6839,40.4171,ES
-5.5629,43.2454,ES
-4.0226,39.8581,ES
-3.6839,40.4171,ES
-0.8515,40.4371,ES
-3.7016,40.4143,ES
-5.4505,36.1333,ES
-3.5278,40.5035,ES
-3.7016,40.4143,ES
-0.7677,38.3848,ES
-0.8773,41.6561,ES
2.1408,41.4911,ES
-1.6999,38.23,ES
-7.7115,42.2361,ES
-3.7016,40.4143,ES
-3.684,40.4172,ES
-2.1546,38.207,ES
-3.684,40.4172,ES
-3.7016,40.4143,ES
-0.7916,38.4778,ES
-8.7643,42.5963,ES
-0.7011,38.2622,ES
-7.9505,42.1838,ES
-8.6444,42.431,ES
-3.684,40.4172,ES
1.6167,41.3833,ES
-4.7727,37.8916,ES
-1.1147,38.6137,ES
-3.684,40.4172,ES
-7.4,43.5167,ES
2.1611,41.3891,ES
-3.4546,40.5429,ES
-1.701,38.5106,ES
-5.6615,43.5357,ES
1.6167,41.3167,ES
-6.3318,40.3035,ES
-4.7237,41.6552,ES
1.0167,41.1667,ES
-1.1686,37.968,ES
-3.684,40.4172,ES
-4.7727,37.8916,ES
-1.6412,42.8141,ES
-6.9706,38.8779,ES
-3.7016,40.4143,ES
-5.1075,37.2377,ES
-0.4815,38.3452,ES
-3.8737,40.4929,ES
38,8,ET
24.9375,60.1708,FI
24.9726,60.21,FI
22.2769,60.4447,FI
25.6407,65.1503,FI
2.3387,48.8582,FR
2.3387,48.8582,FR
2.3281,48.8607,FR
2.3387,48.8582,FR
2.3527,48.8543,FR
2.6667,50.4833,FR
2.3387,48.8582,FR
7.7493,48.6075,FR
2.3387,48.8582,FR
-0.5806,44.3239,FR
2.5484,48.831,FR
1.0936,49.4631,FR
2.4405,48.6328,FR
5.9333,49.25,FR
6.1267,45.9062,FR
1.9076,47.9047,FR
2.3387,48.8582,FR
5.9265,45.5646,FR
-0.3591,49.1859,FR
1.6638,50.238,FR
5.0139,47.3167,FR
-3.3425,47.8088,FR
3.0619,50.6321,FR
5.2905,46.1705,FR
6.4667,43.5333,FR
2.3387,48.8582,FR
2.3387,48.8582,FR
2.3387,48.8582,FR
4.4102,46.9036,FR
2.3387,48.8582,FR
7.6877,48.5808,FR
3.2368,47.9417,FR
3.0619,50.6321,FR
2.5791,48.8982,FR
-1.9464,47.8095,FR
1.0993,49.4431,FR
7.0721,47.8441,FR
4.0354,49.2536,FR
2.3281,48.478,FR
6.7614,47.573,FR
2.3387,48.8582,FR
3.8809,43.6107,FR
2.2513,48.9484,FR
2.3387,48.8582,FR
3.9459,49.3285,FR
-1.8667,46.6333,FR
-0.6658,51.5353,GB
-0.1224,51.4964,GB
-0.093,51.5164,GB
-0.1224,51.4964,GB
-0.1224,51.4964,GB
-0.1224,51.4964,GB
-0.1567,51.5245,GB
-0.02,51.5064,GB
0.1256,52.1929,GB
-2.5339,51.329,GB
-3.1167,53.4,GB
-0.1224,51.4964,GB
-0.1224,51.4964,GB
-0.1224,51.4964,GB
-0.1224,51.4964,GB
-0.1224,51.4964,GB
0.7832,51.571,GB
-0.1224,51.4964,GB
0.2196,51.8653,GB
-1.7873,50.8443,GB
-2.1331,53.0806,GB
-3.2546,55.9632,GB
-0.1235,51.5788,GB
-0.937,50.8478,GB
-1.7194,51.5892,GB
-0.06,51.529,GB
-1.1804,52.6181,GB
-1.4833,53.55,GB
-3.1808,51.4827,GB
-3.3581,51.554,GB
1.7117,52.502,GB
-0.0253,51.4088,GB
-4.2138,55.8289,GB
-0.4023,51.3682,GB
-0.1224,51.4964,GB
-0.154,52.0387,GB
0.8941,51.8694,GB
-0.1224,51.4964,GB
-2.6117,53.5332,GB
-1.4796,52.3958,GB
-1.1046,53.5336,GB
-2.3,53.6,GB
-5.3028,50.1983,GB
-0.126,51.5088,GB
0.8833,51.1333,GB
0.2329,51.5946,GB
-0.1224,51.4964,GB
-0.1224,51.4964,GB
-0.1224,51.4964,GB
-0.0928,51.4743,GB
0.151,51.7672,GB
-0.1998,51.5047,GB
-1.5107,53.7995,GB
-3.4253,51.6008,GB
-0.1224,51.4964,GB
-4.1825,55.8473,GB
-2.2106,51.4255,GB
-1.9017,52.5158,GB
-1.1063,53.9006,GB
-0.3297,51.4454,GB
-0.5653,51.7604,GB
-3.1188,53.3626,GB
-0.1224,51.4964,GB
-1.8502,53.6242,GB
-1.4667,51.8667,GB
-0.3719,50.8253,GB
-2.8734,55.5364,GB
-1.2113,53.1659,GB
-5.9679,54.6815,GB
-0.1224,51.4964,GB
-2.9167,53.2,GB
-0.6877,51.5034,GB
-0.4113,51.33,GB
-0.6658,51.5353,GB
0.1787,51.4519,GB
-0.1232,51.5466,GB
-2.854,53.454,GB
-0.2167,51.55,GB
-0.15,51.35,GB
-0.1224,51.4964,GB
44.832,41.6959,GE
43.5,42,GE
44.832,41.6959,GE
-52.3367,4.9317,GF
-0.2174,5.5502,GH
-2,8,GH
-2,8,GH
-5.35,36.1333,GI
-10,11,GN
23.7353,37.9842,GR
25.6097,35.2539,GR
23.7167,37.9667,GR
23.7353,37.9842,GR
22.9455,40.6381,GR
20.9853,39.1606,GR
22.0078,37.0511,GR
22.9455,40.6381,GR
23.7167,37.9667,GR
23.7353,37.9842,GR
24.7239,40.77,GR
22.9455,40.6381,GR
22.9455,40.6381,GR
-90.5277,14.6313,GT
-90.25,15.5,GT
-91.4086,15.0436,GT
-90.25,15.5,GT
114.1667,22.25,HK
114.15,22.2909,HK
114.1667,22.25,HK
114.1667,22.25,HK
114.1667,22.25,HK
114.1667,22.25,HK
114.1667,22.25,HK
114.1833,22.3833,HK
114.25,22.1667,HK
114.1837,22.3137,HK
114.15,22.2909,HK
114.2667,22.3833,HK
114.1333,22.35,HK
114.15,22.2909,HK
114.1667,22.25,HK
114.1837,22.3137,HK
113.95,22.3,HK
114.1833,22.3833,HK
114.2333,22.4,HK
114.1667,22.25,HK
114.15,22.2909,HK
114.1585,22.283,HK
114.1667,22.3167,HK
114.15,22.2909,HK
114.15,22.2909,HK
114.25,22.3333,HK
113.9833,22.4,HK
114.15,22.2909,HK
114.1667,22.25,HK
114.15,22.2909,HK
114.1,22.35,HK
114.15,22.2909,HK
114.1333,22.5,HK
114.1667,22.25,HK
114.15,22.2909,HK
114.1667,22.25,HK
114.15,22.2909,HK
114.1837,22.3137,HK
114.2078,22.3266,HK
-88.0338,15.4967,HN
-86.5833,14.0333,HN
-87.95,15.6167,HN
-86.5,15,HN
15.5,45.1667,HR
14.4424,45.3267,HR
15.9793,45.8293,HR
16.4339,46.3844,HR
13.8958,44.8239,HR
18.3265,45.3474,HR
18.4589,45.5928,HR
16.4392,43.5089,HR
15.5,45.1667,HR
14.4424,45.3267,HR
-72.4167,19,HT
19.0404,47.4984,HU
16.5905,47.685,HU
19.0514,47.4925,HU
18.6481,47.7415,HU
20.2,47.1833,HU
21.7167,47.9554,HU
20.6667,46.5667,HU
106.8296,-6.1741,ID
106.8286,-6.175,ID
106.8296,-6.1741,ID
112.7419,-7.2484,ID
106.8286,-6.175,ID
106.6284,-6.177,ID
107.6071,-6.9217,ID
106.8296,-6.1741,ID
104,1.2,ID
106.8223,-6.1818,ID
106.8296,-6.1741,ID
98.6629,3.5847,ID
110.3646,-7.8035,ID
114.5889,-3.3236,ID
109.325,-0.0319,ID
106.8286,-6.175,ID
115.2124,-8.6507,ID
106.8223,-6.1818,ID
119.437,-5.152,ID
106.8296,-6.1741,ID
106.8296,-6.1741,ID
104.747,-2.9702,ID
100.503,1.0109,ID
114.5889,-3.3236,ID
106.8286,-6.175,ID
107.6071,-6.9217,ID
106.8286,-6.175,ID
115.223,-8.4203,ID
106.8296,-6.1741,ID
101.4432,1.6671,ID
106.8286,-6.175,ID
106.8223,-6.1818,ID
106.8286,-6.175,ID
106.8286,-6.175,ID
110.3556,-7.7156,ID
106.8286,-6.175,ID
111.709,-8.0475,ID
100.375,-0.9417,ID
107.6071,-6.9217,ID
124.8489,1.4822,ID
111.0222,-7.4264,ID
120.0297,-4.1279,ID
106.8286,-6.175,ID
106.8286,-6.175,ID
106.8286,-6.175,ID
112.6304,-7.9797,ID
106.8286,-6.175,ID
111.5239,-7.6298,ID
106.9922,-6.2352,ID
128.1833,-3.6958,ID
104.747,-2.9702,ID
106.8286,-6.175,ID
106.8286,-6.175,ID
110.8317,-7.5561,ID
112.7419,-7.2484,ID
106.6284,-6.177,ID
106.8286,-6.175,ID
106.8286,-6.175,ID
112.2333,-7.55,ID
124.8489,1.4822,ID
106.6284,-6.177,ID
106.8286,-6.175,ID
106.8296,-6.1741,ID
100.503,1.0109,ID
115.1282,-8.5384,ID
111.9025,-8.0657,ID
110.4215,-6.9932,ID
106.8286,-6.175,ID
110.6722,-6.6107,ID
106.8286,-6.175,ID
132.2981,-2.9248,ID
106.8296,-6.1741,ID
106.8286,-6.175,ID
106.9922,-6.2352,ID
106.8286,-6.175,ID
111.462,-7.8685,ID
106.0542,-6.0144,ID
-6.2488,53.3338,IE
-9.0497,53.2709,IE
-8.6269,52.6655,IE
-7.1119,52.2583,IE
34.75,31.5,IL
34.75,31.5,IL
34.9821,32.816,IL
34.7647,32.0678,IL
34.9821,32.816,IL
34.75,31.5,IL
34.8122,32.0821,IL
34.8747,32.0603,IL
34.75,31.5,IL
34.9856,31.9339,IL
34.804,31.9632,IL
34.7647,32.0678,IL
34.6497,31.7921,IL
34.9821,32.816,IL
35.2287,31.7808,IL
34.6809,31.7444,IL
34.8596,32.3348,IL
34.6497,31.7921,IL
34.8943,31.9522,IL
34.75,31.5,IL
34.8033,31.9264,IL
34.75,31.5,IL
34.7647,32.0678,IL
34.7066,31.7874,IL
34.75,31.5,IL
77.5937,12.9719,IN
76.9661,11.0055,IN
72.8826,19.0728,IN
78.4574,17.3846,IN
80.2785,13.0878,IN
73.8554,18.5196,IN
77,20,IN
77,20,IN
77,20,IN
77,20,IN
88.363,22.5626,IN
77.2245,28.6358,IN
77,20,IN
73.0158,19.0368,IN
77,20,IN
88.2717,24.1839,IN
77.2372,28.6504,IN
77,20,IN
83.2016,17.6801,IN
77.2245,28.6358,IN
72.8302,21.1959,IN
78.4574,17.3846,IN
77,20,IN
77.0263,28.4601,IN
79.6002,17.9784,IN
77.2245,28.6358,IN
77,20,IN
76.7833,9.2667,IN
73.8331,15.6444,IN
75.5811,31.3247,IN
77,20,IN
74.856,12.9172,IN
72.5873,23.0258,IN
77,20,IN
77,20,IN
80.4573,16.2997,IN
80.6466,16.5074,IN
75.8333,22.7179,IN
72.8826,19.0728,IN
93.9442,24.8081,IN
77,20,IN
77,20,IN
77.5937,12.9719,IN
80.3498,26.4652,IN
77.33,28.58,IN
77,20,IN
77.0263,28.4601,IN
77.2245,28.6358,IN
77,20,IN
80.2785,13.0878,IN
77,20,IN
85.8338,20.2724,IN
76.6537,10.7732,IN
75.8538,30.912,IN
77,20,IN
77.2372,28.6504,IN
75.7804,11.248,IN
80.6466,16.5074,IN
77,20,IN
75.7154,16.8244,IN
88.4833,22.9833,IN
80.4573,16.2997,IN
74.8753,31.6223,IN
70.7932,22.2916,IN
77.2245,28.6358,IN
74.8691,32.7357,IN
77,20,IN
76.7884,30.7363,IN
77,20,IN
77,20,IN
80.6642,16.5203,IN
85.8793,20.465,IN
79.8542,11.0276,IN
78.4574,17.3846,IN
73.8554,18.5196,IN
77,20,IN
77,20,IN
74.7384,19.0946,IN
78.4574,17.3846,IN
77,20,IN
72.9635,19.197,IN
72.8826,19.0728,IN
76.2157,10.516,IN
77,20,IN
72.8826,19.0728,IN
76.2157,10.516,IN
77,20,IN
74.8753,31.6223,IN
88.363,22.5626,IN
73.103,19.024,IN
78.4574,17.3846,IN
77.0194,28.9948,IN
76.3922,30.3362,IN
93.9442,24.8081,IN
72.6833,23.2167,IN
77.2245,28.6358,IN
80.2785,13.0878,IN
77.5937,12.9719,IN
80.6466,16.5074,IN
77,20,IN
77,20,IN
76.6393,12.2979,IN
72.7126,19.9678,IN
80.2785,13.0878,IN
77.4391,28.6654,IN
77,20,IN
77,20,IN
77.4029,23.2547,IN
72.8826,19.0728,IN
77,20,IN
80.2785,13.0878,IN
73.0158,19.0368,IN
80.3498,26.4652,IN
77,20,IN
73.791,19.9973,IN
79.1322,18.4367,IN
80.9231,26.8393,IN
77,20,IN
76.9492,8.4855,IN
80.2785,13.0878,IN
76.2904,9.9671,IN
77,20,IN
74.0833,15.3333,IN
77.2372,28.6504,IN
72.99,21.6324,IN
76.2157,10.516,IN
77.3132,28.4112,IN
73.8037,18.6187,IN
85.8793,20.465,IN
77.6722,27.5035,IN
77,20,IN
72.9052,20.3708,IN
79.8298,11.9338,IN
77,20,IN
75.566,21.0029,IN
85.1356,25.5941,IN
77,20,IN
77,20,IN
77.4777,10.0112,IN
80.6466,16.5074,IN
81.1044,16.7131,IN
79.5286,29.2225,IN
77,20,IN
75.7804,11.248,IN
74.4189,14.4285,IN
73.8554,18.5196,IN
80.9231,26.8393,IN
83.2016,17.6801,IN
81.8432,25.4448,IN
88.363,22.5626,IN
76.9661,11.0055,IN
72.9552,22.5525,IN
76.3358,26.89,IN
77,20,IN
74.9672,28.3041,IN
77.5937,12.9719,IN
76.3922,30.3362,IN
80.2785,13.0878,IN
75.6529,32.2748,IN
76.2708,10.7618,IN
78.4574,17.3846,IN
77.3132,28.4112,IN
77.33,28.58,IN
76.9661,11.0055,IN
77,20,IN
79.408,17.3172,IN
74.8691,32.7357,IN
77.0263,28.4601,IN
77.3132,28.4112,IN
77.2245,28.6358,IN
75.8333,22.7179,IN
83.657,22.9773,IN
77.2245,28.6358,IN
77.7064,28.98,IN
78.1195,9.919,IN
76.5213,9.5869,IN
75.566,21.0029,IN
80.2785,13.0878,IN
77,20,IN
72.8826,19.0728,IN
79.4199,13.6355,IN
75.7804,11.248,IN
78.1195,9.919,IN
85.1356,25.5941,IN
77.6722,27.5035,IN
88.2516,24.1047,IN
75.7804,11.248,IN
77,20,IN
93.6952,27.1047,IN
80.2095,29.5835,IN
79.0849,21.1463,IN
80.6466,16.5074,IN
77.2372,28.6504,IN
77.0263,28.4601,IN
74.9389,30.2075,IN
73.8554,18.5196,IN
72.1533,21.7629,IN
88.4285,26.71,IN
77.5937,12.9719,IN
93.9442,24.8081,IN
77,20,IN
73.2081,22.2994,IN
84.7471,25.7803,IN
77,20,IN
88.363,22.5626,IN
76.7221,30.68,IN
78.5102,17.4187,IN
76.2602,9.9399,IN
77.2372,28.6504,IN
76.5847,8.8811,IN
77.7033,29.4709,IN
76.5928,30.4786,IN
77,20,IN
79.987,14.4499,IN
77.2245,28.6358,IN
76.2602,9.9399,IN
77,20,IN
77,20,IN
78.4574,17.3846,IN
77.2245,28.6358,IN
77,20,IN
77.8944,11.3802,IN
75.6646,20.5022,IN
80.4573,16.2997,IN
72.8826,19.0728,IN
77,20,IN
87.7489,21.7798,IN
77,20,IN
82.1554,22.08,IN
79.9945,14.9163,IN
80.9231,26.8393,IN
76.2904,9.9671,IN
77,20,IN
76.9682,29.3875,IN
77.33,28.58,IN
73.8554,18.5196,IN
79.4924,11.9398,IN
77.7274,11.3428,IN
77.1087,30.9091,IN
76.9682,29.3875,IN
73.791,19.9973,IN
77,20,IN
75.14,27.6121,IN
75.3576,11.8675,IN
76.2904,9.9671,IN
75.3423,19.8776,IN
85.8793,20.465,IN
74.6387,26.4521,IN
77.7308,30.5472,IN
76.9661,11.0055,IN
79.0849,21.1463,IN
77.4029,23.2547,IN
75.8333,22.7179,IN
77,20,IN
77.0263,28.4601,IN
85.8338,20.2724,IN
77,20,IN
80.2785,13.0878,IN
72.8826,19.0728,IN
77.3132,28.4112,IN
80.2785,13.0878,IN
78.5102,17.4187,IN
88.363,22.5626,IN
80.267,13.0899,IN
78.1495,22.9531,IN
76.7221,30.68,IN
77.7274,11.3428,IN
78.4574,17.3846,IN
75.1063,12.3081,IN
77,20,IN
73.8225,15.5017,IN
77,20,IN
80.4573,16.2997,IN
75.3576,11.8675,IN
76.9661,11.0055,IN
76.9661,11.0055,IN
76.9806,29.6161,IN
77,20,IN
73.7135,24.5858,IN
77,20,IN
72.8324,20.4143,IN
