sourceaddress,destinationaddress,destinationport,geocity,countrycode
"89.248.168.112","162.92.128.80","9080","UNKNOWN","NL"
"104.140.188.10","162.92.181.52","30303","Las Vegas","US"
"104.206.128.74","162.92.128.172","2084","Las Vegas","US"
"52.44.71.247","10.244.8.217","80","Ashburn","US"
"45.137.21.134","10.245.9.176","80","UNKNOWN","NL"
"92.63.197.83","162.92.128.171","3398","UNKNOWN","RU"
"45.137.21.134","10.244.9.158","80","UNKNOWN","NL"
"24.211.33.190","162.92.181.77","443","Florence","US"
"68.1.235.115","162.92.181.77","443","UNKNOWN","US"
"70.163.39.175","162.92.181.77","443","Wichita","US"
"92.63.197.83","162.92.181.56","3403","UNKNOWN","RU"
"172.19.4.81","52.96.110.66","443","unknown","unknown"
"172.19.4.105","144.9.63.31","443","unknown","unknown"
"222.186.19.235","162.92.181.42","81","UNKNOWN","CN"
"222.186.19.235","162.92.128.255","81","UNKNOWN","CN"
"172.20.8.150","17.253.14.251","123","unknown","unknown"
"172.20.16.118","185.46.212.88","9400","unknown","unknown"
"172.19.5.5","17.248.188.175","443","unknown","unknown"
"172.19.5.242","20.189.173.15","443","unknown","unknown"
"68.21.160.88","162.92.181.77","443","San Bruno","US"
"172.20.17.154","185.46.212.89","9400","unknown","unknown"
"120.85.112.96","10.234.21.19","80","Guangzhou","CN"
"165.225.112.86","162.92.181.11","443","Singapore","SG"
"162.92.191.88","142.250.81.194","443","UNKNOWN","US"
"24.22.255.39","162.92.181.77","443","Mount Vernon","US"
"172.19.4.13","144.9.63.31","443","unknown","unknown"
"162.92.191.85","8.253.139.249","80","UNKNOWN","US"
"174.212.227.181","162.92.181.77","443","UNKNOWN","US"
"172.20.13.202","185.46.212.88","9400","unknown","unknown"
"47.208.60.144","162.92.181.77","443","Eureka","US"
"92.63.197.83","162.92.181.23","3408","UNKNOWN","RU"
"162.92.191.80","52.219.169.110","443","UNKNOWN","US"
"187.189.213.51","162.92.181.11","443","Mexico City","MX"
"172.19.4.68","17.253.5.207","80","unknown","unknown"
"72.246.52.159","10.234.22.22","443","UNKNOWN","US"
"57.205.51.179","104.41.12.159","123","UNKNOWN","FR"
"92.63.197.83","162.92.181.78","3396","UNKNOWN","RU"
"172.19.5.14","17.248.188.72","443","unknown","unknown"
"172.19.5.183","17.248.188.71","443","unknown","unknown"
"46.148.20.13","162.92.181.6","10055","Kyiv","UA"
"45.137.21.134","10.234.20.18","80","UNKNOWN","NL"
"92.63.197.83","162.92.181.28","3398","UNKNOWN","RU"
"172.20.10.193","17.253.14.251","123","unknown","unknown"
"172.19.5.221","35.167.45.43","443","unknown","unknown"
"195.133.18.24","162.92.181.51","22","UNKNOWN","RU"
"23.35.71.166","10.194.8.128","443","UNKNOWN","US"
"165.225.113.204","162.92.181.11","443","UNKNOWN","US"
"172.19.4.180","17.36.202.158","443","unknown","unknown"
"162.92.191.85","13.225.230.96","443","UNKNOWN","US"
"104.139.58.254","162.92.181.77","443","Belmont","US"
"172.19.5.6","17.248.174.8","443","unknown","unknown"
"162.92.191.84","52.216.250.64","443","UNKNOWN","US"
"172.19.5.214","44.240.137.127","443","unknown","unknown"
"172.19.4.74","96.16.55.89","443","unknown","unknown"
"162.92.191.87","191.98.162.149","443","UNKNOWN","US"
"172.19.4.239","52.20.69.254","443","unknown","unknown"
"172.19.4.37","142.250.188.234","443","unknown","unknown"
"117.158.62.74","162.92.128.221","28185","UNKNOWN","CN"
"178.17.174.14","10.244.8.129","80","Chisinau","MD"
"162.92.191.88","20.50.73.9","443","UNKNOWN","US"
"74.138.140.182","162.92.181.77","443","Crestwood","US"
"65.82.232.139","162.92.181.77","443","UNKNOWN","US"
"92.63.197.83","162.92.128.183","3393","UNKNOWN","RU"
"107.115.41.50","162.92.181.77","443","UNKNOWN","US"
"99.150.149.63","162.92.181.77","443","Haslet","US"
"172.20.11.133","216.239.35.4","123","unknown","unknown"
"162.92.191.86","20.42.65.88","443","UNKNOWN","US"
"216.142.204.30","162.92.128.217","137","UNKNOWN","US"
"174.202.197.31","162.92.181.77","443","UNKNOWN","US"
"185.142.236.36","162.92.181.31","5006","UNKNOWN","NL"
"162.92.191.82","20.189.173.14","443","UNKNOWN","US"
"173.255.215.186","162.92.128.177","138","Fremont","US"
"172.58.101.137","162.92.181.77","443","San Antonio","US"
"104.206.128.22","162.92.128.216","58000","Las Vegas","US"
"104.62.102.140","162.92.181.77","443","Oklahoma City","US"
"172.20.12.58","167.248.49.102","123","unknown","unknown"
"222.186.19.235","162.92.191.84","81","UNKNOWN","CN"
"47.17.146.148","162.92.181.77","80","The Bronx","US"
"172.20.17.226","185.46.212.88","9400","unknown","unknown"
"162.92.191.86","20.189.173.1","443","UNKNOWN","US"
"172.19.4.141","17.248.188.146","443","unknown","unknown"
"172.19.4.234","142.250.72.227","80","unknown","unknown"
"24.3.103.117","162.92.181.77","443","Greensburg","US"
"172.19.5.71","54.72.102.50","5223","unknown","unknown"
"65.43.214.159","162.92.181.77","443","Spring","US"
"89.248.168.112","162.92.181.42","9080","UNKNOWN","NL"
"23.90.160.122","10.234.20.29","80","Castro Valley","US"
"23.35.71.223","10.244.9.27","443","UNKNOWN","US"
"170.55.85.226","162.92.181.77","443","UNKNOWN","US"
"172.19.5.233","144.9.63.31","443","unknown","unknown"
"151.207.250.35","162.92.181.77","443","Alexandria","US"
"172.19.4.231","96.16.55.92","443","unknown","unknown"
"89.248.165.52","162.92.191.81","8086","UNKNOWN","NL"
"162.92.191.80","35.172.142.225","443","UNKNOWN","US"
"103.44.234.66","162.92.181.77","443","Cebu City","PH"
"174.26.5.41","162.92.181.77","443","Phoenix","US"
"89.248.169.12","162.92.128.90","5900","UNKNOWN","NL"
"104.140.188.22","162.92.128.136","0","Las Vegas","US"
"66.198.8.168","13.86.140.20","4431","UNKNOWN","US"
"162.92.191.82","13.89.178.26","443","UNKNOWN","US"
"172.20.15.158","17.253.16.253","123","unknown","unknown"
"172.19.4.92","142.250.217.142","443","unknown","unknown"
"162.92.191.80","8.18.45.137","443","UNKNOWN","US"
"104.140.188.10","162.92.181.68","139","Las Vegas","US"
"89.248.169.12","162.92.128.240","5900","UNKNOWN","NL"
"172.19.4.198","96.16.55.105","443","unknown","unknown"
"162.92.191.81","52.168.112.67","443","UNKNOWN","US"
"162.92.191.86","20.189.173.4","443","UNKNOWN","US"
"104.206.128.18","162.92.128.123","2085","Las Vegas","US"
"209.145.61.76","10.244.9.185","443","UNKNOWN","US"
"73.16.29.154","162.92.181.77","80","Gloucester","US"
"162.92.191.87","146.112.247.222","443","UNKNOWN","US"
"207.126.104.118","162.92.181.77","443","UNKNOWN","US"
"80.82.70.228","162.92.128.231","3000","Anse aux Pins","SC"
"172.19.4.37","34.210.213.44","443","unknown","unknown"
"172.20.12.21","52.114.148.187","443","unknown","unknown"
"172.19.4.36","35.227.192.142","443","unknown","unknown"
"23.63.234.28","162.92.180.77","443","UNKNOWN","US"
"92.63.197.83","162.92.128.233","3392","UNKNOWN","RU"
"204.93.106.63","162.92.181.77","443","Ooltewah","US"
"70.122.167.18","162.92.181.36","443","Dallas","US"
"172.58.142.251","162.92.181.77","443","Chicago","US"
"162.92.191.85","20.42.73.27","443","UNKNOWN","US"
"172.19.4.245","184.27.28.83","443","unknown","unknown"
"64.88.19.47","162.92.181.77","443","Sterling Heights","US"
"177.72.64.198","10.234.20.26","80","Santa Maria","BR"
"172.19.4.202","44.241.252.115","443","unknown","unknown"
"52.167.190.35","162.92.177.7","443","Boydton","US"
"34.96.130.0","162.92.128.105","137","UNKNOWN","US"
"172.20.14.182","17.248.175.139","443","unknown","unknown"
"89.248.169.12","162.92.181.61","5900","UNKNOWN","NL"
"23.126.38.31","162.92.177.7","443","Slidell","US"
"172.19.5.207","17.248.188.111","443","unknown","unknown"
"172.19.5.221","54.239.27.116","443","unknown","unknown"
"172.19.4.197","54.200.249.58","443","unknown","unknown"
"162.92.191.82","23.44.133.20","80","UNKNOWN","US"
"162.92.191.83","20.50.73.9","443","UNKNOWN","US"
"198.73.222.6","162.92.181.77","80","UNKNOWN","US"
"107.77.216.49","162.92.181.77","443","Miami","US"
"172.19.4.192","17.253.5.208","80","unknown","unknown"
"162.92.191.71","216.229.4.69","123","UNKNOWN","US"
"98.177.43.77","162.92.181.77","443","UNKNOWN","US"
"216.24.45.28","162.92.181.77","443","UNKNOWN","US"
"173.44.109.93","162.92.181.77","443","Berwick","US"
"165.117.253.106","162.92.181.77","443","Leesburg","US"
"172.20.17.226","10.194.5.27","80","unknown","unknown"
"77.67.85.53","10.234.21.27","443","UNKNOWN","NL"
"172.20.11.104","185.46.212.89","9400","unknown","unknown"
"45.62.178.121","162.92.181.77","443","Chicago","US"
"71.115.144.34","162.92.181.77","80","Syracuse","US"
"54.203.193.46","10.244.8.217","443","Boardman","US"
"199.59.214.20","162.92.181.77","443","Charlotte","US"
"117.158.62.74","162.92.181.77","29105","UNKNOWN","CN"
"76.185.25.70","162.92.177.7","80","Dallas","US"
"172.19.4.110","54.245.131.219","443","unknown","unknown"
"34.96.130.8","162.92.181.41","137","UNKNOWN","US"
"167.94.138.61","10.245.9.3","443","UNKNOWN","US"
"172.19.4.223","20.42.65.90","443","unknown","unknown"
"94.102.49.190","162.92.181.62","1434","UNKNOWN","NL"
"66.169.207.247","162.92.177.7","443","Fort Worth","US"
"172.19.4.45","17.248.188.78","443","unknown","unknown"
"191.31.170.157","10.245.9.115","80","Palmas","BR"
"172.20.10.109","17.253.4.125","123","unknown","unknown"
"92.118.160.5","162.92.181.20","2525","UNKNOWN","LT"
"162.92.191.88","52.182.143.211","443","UNKNOWN","US"
"89.248.168.112","162.92.191.89","9080","UNKNOWN","NL"
"117.158.62.74","162.92.181.71","28949","UNKNOWN","CN"
"222.186.19.235","162.92.181.12","81","UNKNOWN","CN"
"137.155.249.148","162.92.181.77","443","Newport News","US"
"172.20.17.206","185.46.212.88","9400","unknown","unknown"
"144.121.139.74","162.92.181.77","443","Wilmington","US"
"172.19.5.203","52.17.149.112","443","unknown","unknown"
"172.19.4.151","54.182.222.111","443","unknown","unknown"
"172.19.4.231","3.215.231.251","443","unknown","unknown"
"172.19.5.55","54.191.242.196","443","unknown","unknown"
"172.19.5.193","17.253.17.212","80","unknown","unknown"
"92.63.197.83","162.92.181.36","3396","UNKNOWN","RU"
"72.246.52.154","10.244.8.69","443","UNKNOWN","US"
"178.79.189.12","162.92.128.10","138","London","GB"
"172.19.5.56","52.96.110.114","443","unknown","unknown"
"174.210.68.106","162.92.181.77","443","UNKNOWN","US"
"172.20.10.190","185.46.212.88","9400","unknown","unknown"
"63.153.187.159","162.92.181.77","443","Rapid City","US"
"24.92.24.10","162.92.181.77","443","Wesley Chapel","US"
"92.63.197.83","162.92.181.9","3403","UNKNOWN","RU"
"162.92.191.86","20.42.73.24","443","UNKNOWN","US"
"89.248.165.52","162.92.128.17","4153","UNKNOWN","NL"
"92.63.197.83","162.92.128.45","3390","UNKNOWN","RU"
"172.19.5.211","162.92.181.57","8443","unknown","unknown"
"162.92.191.88","51.105.71.136","443","UNKNOWN","US"
"162.92.191.81","20.42.65.89","443","UNKNOWN","US"
"168.149.135.12","162.92.181.77","443","UNKNOWN","US"
"23.56.175.166","162.92.181.8","443","Chicago","US"
"92.63.197.83","162.92.191.34","3398","UNKNOWN","RU"
"94.102.49.193","162.92.128.161","88","UNKNOWN","NL"
"96.241.13.137","162.92.181.77","80","UNKNOWN","US"
"76.190.137.228","162.92.181.77","443","Cleveland","US"
"80.82.70.228","162.92.191.87","500","Anse aux Pins","SC"
"162.92.191.87","13.89.179.10","443","UNKNOWN","US"
"185.173.35.53","162.92.128.181","139","UNKNOWN","DE"
"65.242.40.122","162.92.181.77","80","Tysons Corner","US"
"104.206.128.18","162.92.181.43","2082","Las Vegas","US"
"162.92.191.86","52.178.17.3","443","UNKNOWN","US"
"104.206.128.62","162.92.128.213","12345","Las Vegas","US"
"92.118.160.29","162.92.128.241","5000","UNKNOWN","LT"
"104.206.128.54","162.92.191.94","3390","Las Vegas","US"
"47.5.251.139","162.92.181.77","443","UNKNOWN","US"
"159.53.110.144","162.92.181.77","443","UNKNOWN","US"
"162.92.191.84","146.112.55.6","80","UNKNOWN","US"
"77.67.85.53","10.244.8.217","443","UNKNOWN","NL"
"172.105.161.246","10.234.23.21","80","Sydney","AU"
"174.247.7.104","162.92.181.77","443","UNKNOWN","US"
"172.20.16.182","17.253.17.212","80","unknown","unknown"
"172.74.103.96","162.92.181.77","443","Cary","US"
"69.220.158.253","162.92.181.77","443","Cary","US"
"172.113.156.157","162.92.181.77","443","Lakewood","US"
"172.20.14.182","54.91.103.251","443","unknown","unknown"
"75.166.146.179","162.92.181.77","443","Denver","US"
"162.92.191.84","40.79.189.59","443","UNKNOWN","US"
"117.158.62.74","162.92.128.6","27956","UNKNOWN","CN"
"75.10.37.77","162.92.177.7","443","UNKNOWN","US"
"172.19.5.242","144.9.63.225","443","unknown","unknown"
"172.19.4.239","20.189.173.10","443","unknown","unknown"
"162.92.191.82","20.189.173.7","443","UNKNOWN","US"
"112.206.67.65","162.92.181.77","443","Las Pinas","PH"
"209.252.22.145","162.92.181.77","443","Moweaqua","US"
"174.196.140.234","162.92.181.77","443","Smithville","US"
"172.19.4.145","17.248.188.112","443","unknown","unknown"
"74.70.219.70","10.245.8.115","80","Troy","US"
"162.92.191.87","142.251.45.10","443","UNKNOWN","US"
"172.19.4.145","17.248.188.144","443","unknown","unknown"
"166.216.165.128","162.92.181.77","80","Arlington","US"
"40.94.25.83","162.92.181.77","443","UNKNOWN","US"
"185.94.111.1","162.92.128.71","179","UNKNOWN","RU"
"104.28.34.163","162.92.181.77","443","UNKNOWN","US"
"172.19.4.24","44.237.12.73","443","unknown","unknown"
"162.92.191.88","18.65.25.10","443","UNKNOWN","US"
"47.189.17.156","162.92.181.53","8443","Plano","US"
"172.20.10.238","185.46.212.88","9400","unknown","unknown"
"68.80.52.46","10.245.8.238","80","King of Prussia","US"
"107.77.89.96","162.92.181.77","80","Chicago","US"
"45.137.21.134","10.97.124.216","80","UNKNOWN","NL"
"96.242.84.244","162.92.181.77","443","Monmouth Junction","US"
"73.210.60.76","162.92.181.77","80","Aurora","US"
"89.248.172.16","162.92.128.74","51235","UNKNOWN","NL"
"23.198.5.156","10.244.8.217","443","UNKNOWN","US"
"162.92.191.88","52.205.135.59","443","UNKNOWN","US"
"139.162.8.54","162.92.128.129","138","Singapore","SG"
"172.19.5.18","17.253.17.212","80","unknown","unknown"
"51.158.115.148","10.244.8.67","443","Paris","FR"
"169.61.179.134","162.92.181.3","8766","UNKNOWN","US"
"162.92.191.85","20.42.72.131","443","UNKNOWN","US"
"172.19.4.14","34.216.58.237","443","unknown","unknown"
"172.19.4.122","142.250.72.129","443","unknown","unknown"
"47.245.6.163","162.92.181.77","443","UNKNOWN","JP"
"92.63.197.83","162.92.181.7","3415","UNKNOWN","RU"
"73.246.78.235","162.92.181.77","443","Chicago","US"
"24.190.245.158","162.92.181.77","80","Poughkeepsie","US"
"172.58.196.242","162.92.181.77","443","UNKNOWN","US"
"172.19.4.77","172.19.4.77","8443","unknown","unknown"
"172.19.5.55","13.69.116.104","443","unknown","unknown"
"89.248.169.12","162.92.128.209","5900","UNKNOWN","NL"
"172.19.4.103","162.92.181.57","8443","unknown","unknown"
"92.118.160.13","162.92.128.112","443","UNKNOWN","LT"
"92.63.197.83","162.92.128.45","3415","UNKNOWN","RU"
"162.92.191.86","146.112.46.2","443","UNKNOWN","US"
"107.189.13.118","187.141.182.207","123","Cheyenne","US"
"190.102.1.89","162.92.181.77","443","UNKNOWN","SX"
"51.89.124.57","162.92.181.168","5060","UNKNOWN","DE"
"174.246.194.123","162.92.181.77","443","UNKNOWN","US"
"172.19.4.229","104.68.101.218","443","unknown","unknown"
"162.92.191.82","23.67.88.165","443","UNKNOWN","US"
"209.201.15.190","10.245.9.19","80","UNKNOWN","US"
"172.19.5.65","172.217.14.97","443","unknown","unknown"
"24.91.114.221","162.92.181.77","443","Framingham","US"
"184.31.1.38","10.244.9.27","443","Hernando","US"
"92.63.197.83","162.92.191.33","3416","UNKNOWN","RU"
"162.92.191.88","20.50.201.195","443","UNKNOWN","US"
"70.134.229.13","162.92.181.77","443","Frisco","US"
"89.248.169.12","162.92.181.77","5900","UNKNOWN","NL"
"172.19.5.185","17.248.174.8","443","unknown","unknown"
"92.118.161.57","162.92.128.236","1717","UNKNOWN","LT"
"165.225.230.104","162.92.181.11","443","UNKNOWN","US"
"172.20.17.172","185.46.212.88","9400","unknown","unknown"
"162.92.191.86","69.94.68.223","443","UNKNOWN","US"
"165.225.222.87","162.92.181.77","443","UNKNOWN","US"
"92.63.197.83","162.92.128.145","3415","UNKNOWN","RU"
"143.110.210.200","162.92.128.249","138","Duluth","US"
"172.19.5.119","142.250.68.98","443","unknown","unknown"
"162.92.191.83","77.234.41.59","80","UNKNOWN","US"
"69.43.210.86","162.92.181.77","443","Chazy","US"
"162.92.191.87","23.206.121.39","80","UNKNOWN","US"
"65.186.1.190","162.92.181.77","443","Springfield","US"
"104.140.188.22","162.92.128.145","50997","Las Vegas","US"
"162.92.191.80","72.21.81.240","80","UNKNOWN","US"
"104.244.78.87","10.97.100.16","80","Roost","LU"
"172.19.5.5","138.201.18.200","443","unknown","unknown"
"185.173.35.45","162.92.191.73","993","UNKNOWN","DE"
"172.58.139.202","162.92.181.77","443","Chicago","US"
"165.225.230.126","162.92.181.11","443","UNKNOWN","US"
"45.137.21.134","10.97.124.185","80","UNKNOWN","NL"
"92.118.160.17","162.92.128.156","5632","UNKNOWN","LT"
"92.118.160.41","162.92.128.58","389","UNKNOWN","LT"
"162.92.191.84","142.251.45.98","443","UNKNOWN","US"
"38.122.137.170","162.92.181.77","443","Studio City","US"
"34.96.130.0","162.92.181.33","137","UNKNOWN","US"
"162.92.191.86","8.253.139.249","80","UNKNOWN","US"
"104.140.188.14","162.92.128.249","0","Las Vegas","US"
"104.140.188.14","162.92.128.140","50996","Las Vegas","US"
"192.53.170.243","10.245.8.56","80","UNKNOWN","US"
"172.19.4.24","142.250.217.142","443","unknown","unknown"
"96.6.117.35","10.245.8.76","443","UNKNOWN","US"
"172.19.5.240","162.92.181.57","8443","unknown","unknown"
"104.140.188.10","162.92.191.73","943","Las Vegas","US"
"24.14.156.174","162.92.181.77","80","Elgin","US"
"172.19.5.220","17.248.188.146","443","unknown","unknown"
"69.31.121.21","10.97.124.224","443","UNKNOWN","US"
"92.63.197.83","162.92.128.96","3415","UNKNOWN","RU"
"98.45.203.237","162.92.181.77","443","UNKNOWN","US"
"169.62.152.37","162.92.181.3","8774","UNKNOWN","US"
"99.97.9.189","162.92.181.77","443","Chicago","US"
"162.92.191.81","146.112.46.30","443","UNKNOWN","US"
"172.19.4.32","3.227.72.46","443","unknown","unknown"
"92.63.197.83","162.92.128.92","3390","UNKNOWN","RU"
"68.33.177.29","162.92.181.77","443","Fort George G Meade","US"
"185.94.111.1","162.92.128.156","179","UNKNOWN","RU"
"162.92.191.88","23.205.107.12","443","UNKNOWN","US"
"32.213.123.231","162.92.181.77","443","Seymour","US"
"172.19.4.145","104.68.104.110","443","unknown","unknown"
"172.20.17.208","185.46.212.89","9400","unknown","unknown"
"92.63.197.83","162.92.128.192","3415","UNKNOWN","RU"
"92.118.161.5","162.92.128.94","21","UNKNOWN","LT"
"66.36.234.42","162.92.181.146","5060","Kansas City","US"
"89.248.168.112","162.92.181.58","9080","UNKNOWN","NL"
"12.70.101.130","162.92.181.77","443","Round Rock","US"
"24.10.203.97","162.92.181.77","443","Ogden","US"
"67.234.210.102","162.92.181.77","443","UNKNOWN","US"
"108.17.159.119","162.92.181.77","443","Virginia Beach","US"
"172.20.16.230","142.250.73.206","443","unknown","unknown"
"172.19.4.197","35.166.74.152","443","unknown","unknown"
"216.165.95.132","162.92.181.77","443","New York","US"
"162.92.191.83","20.42.73.26","443","UNKNOWN","US"
"89.248.169.12","162.92.128.111","5900","UNKNOWN","NL"
"162.92.191.80","104.208.16.90","443","UNKNOWN","US"
"172.19.4.231","17.248.188.145","443","unknown","unknown"
"92.118.161.57","162.92.181.26","7777","UNKNOWN","LT"
"75.162.17.246","162.92.181.77","443","West Des Moines","US"
"92.63.197.83","162.92.128.196","3415","UNKNOWN","RU"
"173.255.215.150","162.92.181.65","138","Fremont","US"
"76.167.228.183","162.92.181.77","443","San Diego","US"
"172.19.4.111","144.9.63.31","443","unknown","unknown"
"172.19.4.107","17.248.174.18","443","unknown","unknown"
"162.92.191.86","51.132.193.105","443","UNKNOWN","US"
"172.20.12.21","20.189.173.13","443","unknown","unknown"
"104.140.188.34","162.92.128.118","554","Las Vegas","US"
"172.19.5.203","52.8.60.108","443","unknown","unknown"
"162.92.191.85","20.189.173.1","443","UNKNOWN","US"
"174.241.170.13","162.92.181.77","443","UNKNOWN","US"
